0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.0027249999999997953,0.0,0.0,0.0,0.0,0.0,-0.0186321874999986,-0.0186321874999986
0.0,0.0,0.0,-0.008174999999999955,-0.0027249999999997953,0.0,0.0,0.0,0.0,-0.05664593749999963,-0.05664593749999963
0.0,0.0,0.0,-0.016246487847222397,-0.008174999999999955,-0.0027249999999997953,0.0,0.0,0.0,-0.09705161065538435,-0.09705161065538435
0.0,0.0,0.0,-0.026728276041666846,-0.016246487847222397,-0.008174999999999955,0.0,0.0,0.0,-0.1383767465928835,-0.1383767465928835
0.0,0.0,0.0,-0.039395888621359065,-0.026728276041666846,-0.016246487847222397,0.0,0.0,0.0,-0.17964689947284718,-0.17964689947284718
0.0,0.0,0.0,-0.05401974149775754,-0.039395888621359065,-0.026728276041666846,0.0,0.0,0.0,-0.22049240251283153,-0.22049240251283153
0.0,0.0,0.0,-0.07037055604375154,-0.05401974149775754,-0.039395888621359065,0.0,0.0,0.0,-0.26062367134841413,-0.26062367134841413
0.0,0.0,0.0,-0.08822141279800746,-0.07037055604375154,-0.05401974149775754,0.0,0.0,0.0,-0.29979785746930643,-0.29979785746930643
0.0,0.0,0.0,-0.10734936026699415,-0.08822141279800746,-0.07037055604375154,0.0,0.0,0.0,-0.33779806698360915,-0.33779806698360915
0.0,0.0,0.0,-0.12753676408337355,-0.10734936026699415,-0.08822141279800746,0.0,0.0,0.0,-0.37443075702539547,-0.37443075702539547
0.0,0.0,0.0,-0.14857251197206664,-0.12753676408337355,-0.10734936026699415,0.0,0.0,0.0,-0.40952473313664334,-0.40952473313664334
0.0,0.0,0.0,-0.17025308898839625,-0.14857251197206664,-0.12753676408337355,0.0,0.0,0.0,-0.4429307713523207,-0.4429307713523207
0.0,0.0,0.0,-0.19238352859841143,-0.17025308898839625,-0.14857251197206664,0.0,0.0,0.0,-0.47452121723034896,-0.47452121723034896
0.0,0.0,0.0,-0.21477824170091367,-0.19238352859841143,-0.17025308898839625,0.0,0.0,0.0,-0.5041894912888928,-0.5041894912888928
0.0,0.0,0.0,-0.23726172581880292,-0.21477824170091367,-0.19238352859841143,0.0,0.0,0.0,-0.531849483378308,-0.531849483378308
0.0,0.0,0.0,-0.25966915720730926,-0.23726172581880292,-0.21477824170091367,0.0,0.0,0.0,-0.5574348428421887,-0.5574348428421887
0.0,0.0,0.0,-0.2818468692437136,-0.25966915720730926,-0.23726172581880292,0.0,0.0,0.0,-0.5808981749185544,-0.5808981749185544
0.0,0.0,0.0,-0.3036527210421059,-0.2818468692437136,-0.25966915720730926,0.0,0.0,0.0,-0.6022101548537474,-0.6022101548537474
0.0,0.0,0.0,-0.3249563607576175,-0.3036527210421059,-0.2818468692437136,0.0,0.0,0.0,-0.6213585712356002,-0.6213585712356002
